core_id,workload_idx,layer_name,op_type,start_cycle,loading_done_cycle,compute_done_cycle,end_cycle,loading_cycles,loading_dram_cycles,loading_core_cycles,compute_cycles,writeback_cycles,idle_before_cycles,data_sources
0,0,conv1,,0,109,110,385,109,0,0,1,275,0,"waiting_for=[t0(DRAM,4704B),t1(DRAM,77280B)]"
0,1,pool1,,386,667,1451,1520,281,0,0,784,69,0,"waiting_for=[t4(DRAM,204288B)]"
0,2,conv_2_0_a,,1521,1660,1661,1730,139,0,0,1,69,0,"waiting_for=[t12(DRAM,2048B),t13(DRAM,100352B)]"
0,3,conv_2_0_b,,1731,1882,1883,2019,151,0,0,1,136,0,"waiting_for=[t20(DRAM,18432B),t21(DRAM,103936B)]"
0,4,conv_2_0_c,,2020,2259,2260,2536,239,0,0,1,276,0,"waiting_for=[t28(DRAM,8192B),t29(DRAM,100352B),t37(DRAM,100352B)]"
0,5,conv_2_br,,2537,3118,3119,3436,581,0,0,1,317,0,"waiting_for=[t36(DRAM,8192B),t37(DRAM,100352B),t40(DRAM,200704B),t42(DRAM,200704B)]"
0,6,conv_2_0_res,,3437,4185,7321,7596,748,0,0,3136,275,0,"waiting_for=[t40(DRAM,200704B),t42(DRAM,200704B)]"
0,7,conv_2_1_a,,7597,8150,8151,8220,553,0,0,1,69,0,"waiting_for=[t56(DRAM,8192B),t57(DRAM,401408B)]"
0,8,conv_2_1_b,,8221,8372,8373,8442,151,0,0,1,69,0,"waiting_for=[t64(DRAM,18432B),t65(DRAM,103936B)]"
0,9,conv_2_1_c,,8443,8976,8977,9412,533,0,0,1,435,0,"waiting_for=[t72(DRAM,8192B),t73(DRAM,100352B),t80(DRAM,200704B),t81(DRAM,200704B)]"
0,10,conv_2_1_res,,9413,10043,13179,13454,630,0,0,3136,275,0,"waiting_for=[t80(DRAM,200704B),t81(DRAM,200704B)]"
0,11,conv_2_2_a,,13455,14008,14009,14078,553,0,0,1,69,0,"waiting_for=[t92(DRAM,8192B),t93(DRAM,401408B)]"
